	abilitata		neo-abilitata	21
	abilitati		neo-abilitati	79
	abilitato		neo-abilitato	23
	acquirente		neo-acquirente	14
	acquirenti		neo-acquirenti	17
	acquisti		neo-acquisti	100
	acquisto		neo-acquisto	782
	adulto		neo-adulto	15
	advaita		neo-advaita	20
	affiliata		neo-affiliata	14
	affiliati		neo-affiliati	22
	affiliato		neo-affiliato	18
	agente		neo-agente	15
	agricoltori		neo-agricoltori	25
	agricoltura		neo-agricoltura	17
	alleati		neo-alleati	26
	allenatore		neo-allenatore	194
	ambasciatore		neo-ambasciatore	23
	amici		neo-amici	15
	amico		neo-amico	15
	amministratore		neo-amministratore	25
	amministratori		neo-amministratori	18
	amministrazione		neo-amministrazione	22
	anarchismo		neo-anarchismo	16
	angiogenesi		neo-angiogenesi	78
	antifascismo		neo-antifascismo	17
	antigeni		neo-antigeni	17
	apostolici		neo-apostolici	190
	aramaico		neo-aramaico	25
	arbitri		neo-arbitri	20
	architetto		neo-architetto	22
	arcivescovo		neo-arcivescovo	40
	aristocratici		neo-aristocratici	39
	aristocratico		neo-aristocratico	29
	aristotelismo		neo-aristotelismo	19
	artisti		neo-artisti	15
	assessora		neo-assessora	23
	assessore		neo-assessore	382
	Assessore		neo-Assessore	39
	assessori		neo-assessori	40
	assira		neo-assira	35
	assiri		neo-assiri	32
	assiro		neo-assiro	105
	associati		neo-associati	16
	associazione		neo-associazione	33
	assolutismo		neo-assolutismo	17
	assunta		neo-assunta	57
	assunte		neo-assunte	20
	assunti		neo-assunti	1484
	assunto		neo-assunto	504
	atlantismo		neo-atlantismo	19
	attori		neo-attori	18
	attrice		neo-attrice	19
	autori		neo-autori	20
	autoritarismo		neo-autoritarismo	44
	avanguardia		neo-avanguardia	223
	avanguardie		neo-avanguardie	213
	avvocati		neo-avvocati	27
	avvocato		neo-avvocato	23
	aziende		neo-aziende	22
	azzurro		neo-azzurro	17
	babilonese		neo-babilonese	150
	babilonesi		neo-babilonesi	37
	banca		neo-banca	28
	banche		neo-banche	15
	band		neo-band	14
	barocco		neo-barocco	284
	battezzata		neo-battezzata	20
	battezzati		neo-battezzati	77
	battezzato		neo-battezzato	44
	beat''em		neo-beat''em	15
	bistrot		neo-bistrot	16
	bizantini		neo-bizantini	15
	bizantino		neo-bizantino	100
	blog		neo-blog	25
	blogger		neo-blogger	51
	bop		neo-bop	23
	borbonici		neo-borbonici	87
	borghesi		neo-borghesi	29
	borghesia		neo-borghesia	43
	brigatisti		neo-brigatisti	40
	burlesque		neo-burlesque	19
	cacciatori		neo-cacciatori	14
	campione		neo-campione	373
	Campione		neo-Campione	38
	campionessa		neo-campionessa	63
	campionesse		neo-campionesse	41
	campioni		neo-campioni	131
	cancelliere		neo-cancelliere	16
	candidata		neo-candidata	14
	candidati		neo-candidati	15
	candidato		neo-candidato	71
	capitale		neo-capitale	16
	capitalismo		neo-capitalismo	181
	capitalista		neo-capitalista	54
	capitano		neo-capitano	73
	capo		neo-capo	25
	capogruppo		neo-capogruppo	34
	capolista		neo-capolista	41
	cardinale		neo-cardinale	106
	cardinali		neo-cardinali	25
	cartalismo		neo-cartalismo	16
	catecumenali		neo-catecumenali	53
	catecumeni		neo-catecumeni	17
	cattolicesimo		neo-cattolicesimo	18
	cattolici		neo-cattolici	28
	cavaliere		neo-cavaliere	26
	centralismo		neo-centralismo	135
	centrismo		neo-centrismo	30
	centrista		neo-centrista	98
	centristi		neo-centristi	32
	Chiesa		neo-Chiesa	179
	chiesa		neo-chiesa	117
	cinquantenne		neo-cinquantenne	18
	cinquecentesco		neo-cinquecentesco	33
	cittadini		neo-cittadini	58
	cittadino		neo-cittadino	26
	classe		neo-classe	15
	classici		neo-classici	174
	classicismo		neo-classicismo	198
	classico		neo-classico	772
	clericalismo		neo-clericalismo	22
	coach		neo-coach	57
	collaboratore		neo-collaboratore	18
	collagene		neo-collagene	24
	collega		neo-collega	21
	colleghi		neo-colleghi	21
	collezionisti		neo-collezionisti	17
	colonia		neo-colonia	26
	colonialismo		neo-colonialismo	554
	colonialiste		neo-colonialiste	49
	colonialisti		neo-colonialisti	55
	colonie		neo-colonie	15
	colonizzazione		neo-colonizzazione	74
	comandante		neo-comandante	39
	comitato		neo-comitato	28
	commissario		neo-commissario	129
	compagni		neo-compagni	14
	compagno		neo-compagno	33
	componente		neo-componente	15
	comunismo		neo-comunismo	39
	comunista		neo-comunista	65
	comunisti		neo-comunisti	103
	comunitari		neo-comunitari	126
	comunitario		neo-comunitario	21
	confucianesimo		neo-confucianesimo	44
	confuciani		neo-confuciani	17
	confuciano		neo-confuciano	21
	coniugi		neo-coniugi	19
	conservatore		neo-conservatore	222
	conservatori		neo-conservatori	502
	conservatorismo		neo-conservatorismo	96
	conservatrici		neo-conservatrici	45
	consigliera		neo-consigliera	28
	consigliere		neo-consigliere	130
	Consigliere		neo-Consigliere	15
	consiglieri		neo-consiglieri	67
	consulente		neo-consulente	16
	contadina		neo-contadina	16
	contadini		neo-contadini	28
	contadino		neo-contadino	17
	contrattualismo		neo-contrattualismo	30
	convertiti		neo-convertiti	127
	coordinatore		neo-coordinatore	67
	coppia		neo-coppia	96
	coppie		neo-coppie	20
	corporativismo		neo-corporativismo	58
	corteccia		neo-corteccia	100
	costituzionalismo		neo-costituzionalismo	38
	cristianesimo		neo-cristianesimo	35
	cristiani		neo-cristiani	131
	criticismo		neo-criticismo	31
	crociati		neo-crociati	35
	crociato		neo-crociato	15
	cubismo		neo-cubismo	16
	cubista		neo-cubista	26
	cultura		neo-cultura	17
	dada		neo-dada	47
	dadaisti		neo-dadaisti	17
	darwiniani		neo-darwiniani	22
	darwinismo		neo-darwinismo	152
	darwinista		neo-darwinista	42
	darwinisti		neo-darwinisti	45
	Dc		neo-Dc	14
	democratici		neo-democratici	20
	democrazia		neo-democrazia	17
	democristiani		neo-democristiani	30
	deputata		neo-deputata	34
	deputati		neo-deputati	27
	deputato		neo-deputato	95
	destra		neo-destra	20
	diciottenni		neo-diciottenni	133
	dipendenti		neo-dipendenti	14
	diplomata		neo-diplomata	53
	diplomate		neo-diplomate	27
	diplomati		neo-diplomati	785
	diplomato		neo-diplomato	139
	direttore		neo-direttore	477
	direttori		neo-direttori	19
	direttrice		neo-direttrice	62
	dirigente		neo-dirigente	62
	dirigenti		neo-dirigenti	49
	disoccupati		neo-disoccupati	34
	disoccupato		neo-disoccupato	16
	dittatore		neo-dittatore	18
	docente		neo-docente	19
	docenti		neo-docenti	23
	dottore		neo-dottore	121
	dottoressa		neo-dottoressa	89
	dottori		neo-dottori	203
	DSGA		neo-DSGA	15
	duchessa		neo-duchessa	28
	eletti		neo-eletti	504
	elettori		neo-elettori	24
	empirismo		neo-empirismo	22
	eneolitico		neo-eneolitico	47
	entrati		neo-entrati	51
	espressionismo		neo-espressionismo	104
	espressionisti		neo-espressionisti	25
	estrattivismo		neo-estrattivismo	25
	eurasismo		neo-eurasismo	17
	ex		neo-ex	20
	famiglia		neo-famiglia	34
	fascismo		neo-fascismo	279
	fascisti		neo-fascisti	640
	femminismo		neo-femminismo	60
	femministe		neo-femministe	22
	feudalesimo		neo-feudalesimo	75
	fidanzata		neo-fidanzata	35
	fidanzati		neo-fidanzati	29
	fidanzato		neo-fidanzato	31
	folk		neo-folk	299
	fondamentalismo		neo-fondamentalismo	66
	fondamentalisti		neo-fondamentalisti	30
	fondata		neo-fondata	53
	formalismo		neo-formalismo	17
	formati		neo-formati	33
	formazioni		neo-formazioni	39
	Fraternità		neo-Fraternità	61
	FSSPX		neo-FSSPX	18
	funzionalismo		neo-funzionalismo	28
	futurismo		neo-futurismo	33
	futuristi		neo-futuristi	14
	garage		neo-garage	36
	genin		neo-genin	14
	genitore		neo-genitore	77
	genitori		neo-genitori	1288
	genitorialità		neo-genitorialità	22
	geo		neo-geo	19
	giacobini		neo-giacobini	28
	giocatore		neo-giocatore	18
	giocatori		neo-giocatori	20
	giudice		neo-giudice	16
	giunta		neo-giunta	14
	giustizia		neo-giustizia	89
	glam		neo-glam	27
	gnostica		neo-gnostica	37
	gnosticismo		neo-gnosticismo	68
	gollisti		neo-gollisti	18
	gotico		neo-gotico	773
	governatore		neo-governatore	185
	governatrice		neo-governatrice	28
	governo		neo-governo	104
	greci		neo-greci	14
	gruppo		neo-gruppo	26
	guelfi		neo-guelfi	23
	guelfismo		neo-guelfismo	39
	guerra		neo-guerra	17
	hegeliani		neo-hegeliani	16
	hegelismo		neo-hegelismo	33
	hippie		neo-hippie	35
	hippy		neo-hippy	40
	idealismo		neo-idealismo	133
	idealisti		neo-idealisti	16
	idealistica		neo-idealistica	37
	illuminismo		neo-illuminismo	73
	illuministi		neo-illuministi	24
	illuministica		neo-illuministica	23
	immatricolati		neo-immatricolati	84
	immessa		neo-immessa	37
	immessi		neo-immessi	348
	immesso		neo-immesso	62
	immigrati		neo-immigrati	44
	imperatore		neo-imperatore	43
	imperialismo		neo-imperialismo	95
	impero		neo-impero	28
	imprenditori		neo-imprenditori	515
	imprenditorialità		neo-imprenditorialità	22
	imprenditrice		neo-imprenditrice	17
	impresa		neo-impresa	66
	imprese		neo-imprese	271
	impressionismo		neo-impressionismo	71
	impressionisti		neo-impressionisti	30
	incoronato		neo-incoronato	19
	indipendente		neo-indipendente	36
	individualismo		neo-individualismo	15
	induismo		neo-induismo	14
	industriale		neo-industriale	55
	ingegnere		neo-ingegnere	28
	ingegneri		neo-ingegneri	27
	insegnante		neo-insegnante	28
	insegnanti		neo-insegnanti	18
	inseriti		neo-inseriti	29
	interventismo		neo-interventismo	18
	iridato		neo-iridato	18
	iscritti		neo-iscritti	437
	isolazionismo		neo-isolazionismo	40
	isolazionista		neo-isolazionista	26
	istituzionalismo		neo-istituzionalismo	38
	italiani		neo-italiani	43
	ittiti		neo-ittiti	36
	juventino		neo-juventino	24
	kantiani		neo-kantiani	34
	kantismo		neo-kantismo	51
	keynesiani		neo-keynesiani	100
	keynesismo		neo-keynesismo	39
	laburista		neo-laburista	22
	latina		neo-latina	73
	latini		neo-latini	47
	latino		neo-latino	69
	laureati		neo-laureati	2816
	lavoratori		neo-lavoratori	26
	leader		neo-leader	84
	legamento		neo-legamento	43
	leghista		neo-leghista	17
	lettori		neo-lettori	18
	lib		neo-lib	15
	liberali		neo-liberali	437
	liberalismo		neo-liberalismo	286
	liberismo		neo-liberismo	1332
	liberisti		neo-liberisti	342
	liberty		neo-liberty	49
	lingua		neo-lingua	305
	luddismo		neo-luddismo	25
	luddisti		neo-luddisti	15
	lusso		neo-lusso	49
	machiavelli		neo-machiavelli	985
	madre		neo-madre	48
	maggiorenni		neo-maggiorenni	294
	magistrati		neo-magistrati	42
	malthusianesimo		neo-malthusianesimo	69
	malthusiani		neo-malthusiani	30
	Mamelucchi		neo-Mamelucchi	16
	mamme		neo-mamme	2062
	manager		neo-manager	27
	manicomiali		neo-manicomiali	15
	manierismo		neo-manierismo	18
	maoismo		neo-maoismo	15
	marito		neo-marito	137
	marxismo		neo-marxismo	56
	marxisti		neo-marxisti	87
	mecenatismo		neo-mecenatismo	14
	medici		neo-medici	31
	medievali		neo-medievali	30
	medievalismo		neo-medievalismo	17
	medioevo		neo-medioevo	15
	melodica		neo-melodica	45
	melodico		neo-melodico	97
	membro		neo-membro	21
	mercantilismo		neo-mercantilismo	50
	meridionalismo		neo-meridionalismo	20
	metafisica		neo-metafisica	20
	metanista		neo-metanista	26
	minimalismo		neo-minimalismo	15
	ministri		neo-ministri	48
	missionarie		neo-missionarie	18
	mister		neo-mister	29
	misticismo		neo-misticismo	14
	modernismo		neo-modernismo	166
	modernisti		neo-modernisti	100
	modernistica		neo-modernistica	15
	moglie		neo-moglie	80
	moresca		neo-moresca	15
	moresco		neo-moresco	67
	movimento		neo-movimento	35
	mudéjar		neo-mudéjar	22
	municipalismo		neo-municipalismo	20
	mutualismo		neo-mutualismo	24
	nata		neo-nata	564
	natali		neo-natali	21
	nate		neo-nate	48
	nazi		neo-nazi	163
	Nazi		neo-Nazi	44
	nazionalismo		neo-nazionalismo	93
	nazionalisti		neo-nazionalisti	58
	nazismo		neo-nazismo	126
	nazisti		neo-nazisti	862
	neo		neo-neo	28
	neorealismo		neo-neorealismo	57
	nicotinoidi		neo-nicotinoidi	19
	nietzschiano		neo-nietzschiano	15
	Nobel		neo-Nobel	19
	noir		neo-noir	310
	nomadismo		neo-nomadismo	15
	nominati		neo-nominati	42
	nonni		neo-nonni	27
	occupati		neo-occupati	24
	oligarchica		neo-oligarchica	33
	onorevole		neo-onorevole	16
	operaista		neo-operaista	14
	ordinati		neo-ordinati	22
	orfismo		neo-orfismo	16
	orientali		neo-orientali	16
	ortodossi		neo-ortodossi	15
	ortodossia		neo-ortodossia	39
	oscurantismo		neo-oscurantismo	22
	ottomanesimo		neo-ottomanesimo	90
	ottomani		neo-ottomani	45
	ottomanismo		neo-ottomanismo	71
	padri		neo-padri	50
	paganesimo		neo-paganesimo	247
	pagani		neo-pagani	119
	palladiano		neo-palladiano	16
	papa		neo-papa	31
	papà		neo-papà	554
	parlamentare		neo-parlamentare	47
	parlamentari		neo-parlamentari	53
	parroco		neo-parroco	16
	partito		neo-partito	78
	patentati		neo-patentati	266
	patriarca		neo-patriarca	15
	pelagianesimo		neo-pelagianesimo	27
	pensionati		neo-pensionati	57
	pentecostalismo		neo-pentecostalismo	16
	pentito		neo-pentito	23
	persiano		neo-persiano	18
	pilota		neo-pilota	25
	piloti		neo-piloti	27
	pitagorici		neo-pitagorici	14
	pitagorismo		neo-pitagorismo	17
	pizzica		neo-pizzica	34
	plastica		neo-plastica	14
	platonici		neo-platonici	87
	platonismo		neo-platonismo	134
	politica		neo-politica	47
	pontefice		neo-pontefice	22
	pop		neo-pop	163
	populismi		neo-populismi	15
	populismo		neo-populismo	73
	populisti		neo-populisti	30
	porporati		neo-porporati	22
	porporato		neo-porporato	25
	positivismo		neo-positivismo	121
	positivisti		neo-positivisti	38
	possessore		neo-possessore	39
	possessori		neo-possessori	19
	post		neo-post	14
	pragmatismo		neo-pragmatismo	18
	prefetto		neo-prefetto	23
	premier		neo-premier	301
	Premier		neo-Premier	14
	premio		neo-premio	36
	preside		neo-preside	17
	presidente		neo-presidente	2808
	Presidente		neo-Presidente	459
	presidentessa		neo-presidentessa	19
	presidenti		neo-presidenti	18
	primatista		neo-primatista	37
	primitivismo		neo-primitivismo	30
	primitivo		neo-primitivo	16
	primo		neo-primo	53
	principessa		neo-principessa	14
	pro		neo-pro	92
	procuratore		neo-procuratore	28
	professi		neo-professi	23
	professionista		neo-professionista	45
	professionisti		neo-professionisti	73
	professore		neo-professore	21
	professoressa		neo-professoressa	14
	prog		neo-prog	181
	proibizionismo		neo-proibizionismo	15
	proletariato		neo-proletariato	16
	promossi		neo-promossi	110
	proprietari		neo-proprietari	88
	proprietaria		neo-proprietaria	15
	proprietario		neo-proprietario	74
	protestantesimo		neo-protestantesimo	21
	protestanti		neo-protestanti	32
	protezionismo		neo-protezionismo	70
	provenzale		neo-provenzale	15
	provincia		neo-provincia	19
	psichedelia		neo-psichedelia	149
	psichedelica		neo-psichedelica	72
	psichedelico		neo-psichedelico	63
	psichiatria		neo-psichiatria	22
	psych		neo-psych	25
	punk		neo-punk	43
	puritanesimo		neo-puritanesimo	14
	qualcosa		neo-qualcosa	18
	qualificati		neo-qualificati	22
	quattrocentesco		neo-quattrocentesco	17
	razzismo		neo-razzismo	56
	re		neo-re	22
	realismo		neo-realismo	320
	realisti		neo-realisti	42
	regime		neo-regime	15
	regina		neo-regina	23
	regionalismo		neo-regionalismo	20
	regista		neo-regista	109
	religiosi		neo-religiosi	14
	reporter		neo-reporter	22
	repubblica		neo-repubblica	24
	Repubblica		neo-Repubblica	15
	residenti		neo-residenti	41
	responsabile		neo-responsabile	74
	rettore		neo-rettore	25
	Rettore		neo-Rettore	15
	revisionismo		neo-revisionismo	20
	ricchi		neo-ricchi	34
	riformismo		neo-riformismo	29
	rinascimento		neo-rinascimento	23
	rockabilly		neo-rockabilly	18
	rococò		neo-rococò	41
	romanica		neo-romanica	58
	romanici		neo-romanici	17
	romanico		neo-romanico	266
	romantica		neo-romantica	102
	romantici		neo-romantici	65
	romanticismo		neo-romanticismo	112
	sacerdoti		neo-sacerdoti	25
	sannyasin		neo-sannyasin	15
	schiavismo		neo-schiavismo	50
	schiavitù		neo-schiavitù	54
	sciamanesimo		neo-sciamanesimo	22
	scrittore		neo-scrittore	16
	scrittori		neo-scrittori	15
	segretaria		neo-segretaria	38
	segretario		neo-segretario	450
	Segretario		neo-Segretario	25
	senatore		neo-senatore	96
	senatrice		neo-senatrice	41
	signora		neo-signora	14
	sindaca		neo-sindaca	47
	sindaci		neo-sindaci	18
	sindaco		neo-sindaco	606
	Sindaco		neo-Sindaco	83
	single		neo-single	37
	sintesi		neo-sintesi	26
	soci		neo-soci	20
	socialdemocrazia		neo-socialdemocrazia	19
	socialismo		neo-socialismo	22
	socialisti		neo-socialisti	22
	società		neo-società	41
	socio		neo-socio	44
	sommelier		neo-sommelier	15
	sottosegretario		neo-sottosegretario	34
	soul		neo-soul	206
	sovranismo		neo-sovranismo	22
	specialista		neo-specialista	17
	specialisti		neo-specialisti	47
	specializzati		neo-specializzati	41
	spiritualismo		neo-spiritualismo	54
	sposa		neo-sposa	133
	spose		neo-spose	29
	sposi		neo-sposi	267
	sposina		neo-sposina	21
	sposini		neo-sposini	88
	sposo		neo-sposo	68
	stalinisti		neo-stalinisti	28
	standard		neo-standard	72
	star		neo-star	15
	statalismo		neo-statalismo	21
	statalista		neo-statalista	17
	stato		neo-stato	37
	Stato		neo-Stato	32
	stregoneria		neo-stregoneria	72
	surrealismo		neo-surrealismo	16
	surrealista		neo-surrealista	16
	sviluppismo		neo-sviluppismo	21
	sviluppista		neo-sviluppista	31
	talebani		neo-talebani	21
	tecnico		neo-tecnico	207
	tecnologie		neo-tecnologie	31
	televisione		neo-televisione	47
	templare		neo-templare	34
	templari		neo-templari	41
	templarismo		neo-templarismo	33
	teologi		neo-teologi	34
	teologia		neo-teologia	33
	terrorismo		neo-terrorismo	31
	terrorista		neo-terrorista	17
	tesserato		neo-tesserato	15
	tomismo		neo-tomismo	35
	tomista		neo-tomista	30
	totalitarismo		neo-totalitarismo	20
	trader		neo-trader	18
	tradizionalismo		neo-tradizionalismo	62
	tradizionalista		neo-tradizionalista	60
	tradizionalisti		neo-tradizionalisti	40
	tribalismo		neo-tribalismo	33
	tv		neo-tv	18
	umanesimo		neo-umanesimo	99
	umanista		neo-umanista	39
	uretra		neo-uretra	20
	ustascia		neo-ustascia	27
	utente		neo-utente	24
	utenti		neo-utenti	29
	vampira		neo-vampira	15
	vampiro		neo-vampiro	21
	vascolarizzazione		neo-vascolarizzazione	26
	vasi		neo-vasi	19
	vedova		neo-vedova	29
	veneta		neo-veneta	19
	vescica		neo-vescica	53
	vescovo		neo-vescovo	68
	vicepresidente		neo-vicepresidente	40
	vincitore		neo-vincitore	59
	vincitrice		neo-vincitrice	26
	vintage		neo-vintage	47
	volontari		neo-volontari	23
	vuoto		neo-vuoto	22
	welfare		neo-welfare	32
	western		neo-western	25