	crisi		pre-crisi	6404
	produzione		pre-produzione	4563
	gara		pre-gara	3881
	iscrizione		pre-iscrizione	3510
	partita		pre-partita	3282
	campionato		pre-campionato	2878
	ordine		pre-ordine	2730
	impianto		pre-impianto	1956
	trattamento		pre-trattamento	1947
	parto		pre-parto	1690
	ordini		pre-ordini	1688
	vendita		pre-vendita	1669
	allenamento		pre-allenamento	1615
	iscrizioni		pre-iscrizioni	1585
	morte		pre-morte	1472
	selezione		pre-selezione	1440
	registrazione		pre-registrazione	1397
	requisito		pre-requisito	1314
	ruolo		pre-ruolo	1312
	adolescenti		pre-adolescenti	1251
	eclampsia		pre-eclampsia	1143
	requisiti		pre-requisiti	1138
	serie		pre-serie	1116
	condizione		pre-condizione	1111
	workout		pre-workout	1111
	partenza		pre-partenza	1090
	menopausa		pre-menopausa	1083
	apertura		pre-apertura	1035
	scuola		pre-scuola	1018
	adesione		pre-adesione	1014
	shampoo		pre-shampoo	992
	stagione		pre-stagione	980
	affido		pre-affido	972
	giudizio		pre-giudizio	957
	giudizi		pre-giudizi	924
	Covid		pre-Covid	907
	dissesto		pre-dissesto	846
	riforma		pre-riforma	748
	termine		pre-termine	743
	condizioni		pre-condizioni	733
	esercizio		pre-esercizio	732
	acquisto		pre-acquisto	698
	emergenza		pre-emergenza	680
	intervento		pre-intervento	664
	lancio		pre-lancio	663
	accordo		pre-accordo	645
	ricovero		pre-ricovero	635
	esame		pre-esame	634
	natale		pre-natale	633
	diabete		pre-diabete	624
	adolescenza		pre-adolescenza	612
	autorizzazione		pre-autorizzazione	608
	intesa		pre-intesa	606
	confezionati		pre-confezionati	558
	evento		pre-evento	542
	allarme		pre-allarme	532
	accademici		pre-accademici	505
	contrattuale		pre-contrattuale	488
	stampa		pre-stampa	488
	fattibilità		pre-fattibilità	480
	operatori		pre-operatori	475
	amplificatore		pre-amplificatore	469
	esposizione		pre-esposizione	457
	pensionamento		pre-pensionamento	452
	moderno		pre-moderno	451
	riscaldamento		pre-riscaldamento	450
	trapianto		pre-trapianto	450
	filtro		pre-filtro	436
	laurea		pre-laurea	435
	raccolta		pre-raccolta	432
	testo		pre-testo	432
	politica		pre-politica	409
	flop		pre-flop	397
	elaborazione		pre-elaborazione	387
	evoluzione		pre-evoluzione	382
	consegna		pre-consegna	375
	politico		pre-politico	370
	euro		pre-euro	369
	triage		pre-triage	357
	contratto		pre-contratto	355
	confezionate		pre-confezionate	353
	gravidanza		pre-gravidanza	349
	volo		pre-volo	347
	serata		pre-serata	346
	ammortamento		pre-ammortamento	345
	concerto		pre-concerto	337
	ciclo		pre-ciclo	331
	contrattuali		pre-contrattuali	329
	adolescente		pre-adolescente	328
	covid		pre-covid	322
	concordato		pre-concordato	313
	intermedio		pre-intermedio	310
	valutazione		pre-valutazione	310
	esistenza		pre-esistenza	307
	confezionato		pre-confezionato	305
	guerra		pre-guerra	302
	analisi		pre-analisi	299
	pandemia		pre-pandemia	297
	semina		pre-semina	297
	corso		pre-corso	296
	immatricolazione		pre-immatricolazione	280
	contenzioso		pre-contenzioso	275
	market		pre-market	275
	incubazione		pre-incubazione	271
	fascista		pre-fascista	268
	concepimento		pre-concepimento	264
	selezioni		pre-selezioni	264
	internet		pre-internet	262
	fioritura		pre-fioritura	257
	comprensione		pre-comprensione	254
	allerta		pre-allerta	250
	pagamento		pre-pagamento	249
	matrimonio		pre-matrimonio	248
	cena		pre-cena	243
	adesioni		pre-adesioni	237
	asta		pre-asta	236
	registrazioni		pre-registrazioni	236
	installazione		pre-installazione	229
	embrione		pre-embrione	228
	visione		pre-visione	228
	cinema		pre-cinema	227
	concetti		pre-concetti	226
	qualificazione		pre-qualificazione	220
	ghiera		pre-ghiera	219
	elezioni		pre-elezioni	218
	istruttoria		pre-istruttoria	218
	ipertensione		pre-ipertensione	216
	qualifica		pre-qualifica	216
	rivoluzione		pre-rivoluzione	212
	Crisi		pre-Crisi	206
	parco		pre-parco	205
	riempita		pre-riempita	205
	marketing		pre-marketing	202
	nanna		pre-nanna	200
	collisione		pre-collisione	199
	mRNA		pre-mRNA	195
	viaggio		pre-viaggio	195
	campagna		pre-campagna	193
	informazione		pre-informazione	192
	lavaggio		pre-lavaggio	192
	confezionata		pre-confezionata	190
	indulto		pre-indulto	190
	sequenza		pre-sequenza	190
	consiglio		pre-consiglio	189
	adottivo		pre-adottivo	186
	adozione		pre-adozione	181
	dessert		pre-dessert	181
	pensionamenti		pre-pensionamenti	181
	collezione		pre-collezione	180
	festival		pre-festival	180
	conferenza		pre-conferenza	178
	consuntivo		pre-consuntivo	175
	voto		pre-voto	174
	pubblicazione		pre-pubblicazione	172
	contenziosa		pre-contenziosa	170
	annunciato		pre-annunciato	168
	ingresso		pre-ingresso	168
	revisione		pre-revisione	168
	riempite		pre-riempite	167
	ritiro		pre-ritiro	167
	Euro		pre-Euro	165
	juniores		pre-juniores	164
	appello		pre-appello	163
	rilascio		pre-rilascio	163
	assunzione		pre-assunzione	162
	Fornero		pre-Fornero	162
	chiusura		pre-chiusura	161
	impasto		pre-impasto	161
	carico		pre-carico	158
	collezioni		pre-collezioni	158
	ospedalizzazione		pre-ospedalizzazione	156
	sonno		pre-sonno	155
	Consiglio		pre-Consiglio	153
	organizzati		pre-organizzati	151
	imbarco		pre-imbarco	150
	cottura		pre-cottura	148
	lettura		pre-lettura	147
	approvazione		pre-approvazione	146
	corsi		pre-corsi	145
	mercato		pre-mercato	145
	visualizzazione		pre-visualizzazione	144
	tasse		pre-tasse	143
	terremoto		pre-terremoto	143
	amplificazione		pre-amplificazione	142
	diagnosi		pre-diagnosi	142
	acquistare		pre-acquistare	141
	evoluzioni		pre-evoluzioni	141
	caricamento		pre-caricamento	140
	Mondiale		pre-Mondiale	140
	montaggio		pre-montaggio	136
	vertice		pre-vertice	134
	derby		pre-derby	133
	finanziamento		pre-finanziamento	133
	money		pre-money	133
	donazione		pre-donazione	131
	filtraggio		pre-filtraggio	131
	trattamenti		pre-trattamenti	131
	Internet		pre-Internet	130
	qualificazioni		pre-qualificazioni	129
	borsa		pre-borsa	128
	immersione		pre-immersione	127
	ascolto		pre-ascolto	126
	neoplastiche		pre-neoplastiche	126
	riserva		pre-riserva	124
	universitari		pre-universitari	124
	assegnazione		pre-assegnazione	122
	spettacolo		pre-spettacolo	122
	amplificatori		pre-amplificatori	121
	scrittura		pre-scrittura	120
	assemblaggio		pre-assemblaggio	119
	Inca		pre-Inca	119
	sisma		pre-sisma	119
	politici		pre-politici	117
	progetto		pre-progetto	117
	saldi		pre-saldi	116
	agonisti		pre-agonisti	115
	consolidamento		pre-consolidamento	114
	accoglienza		pre-accoglienza	113
	affrancata		pre-affrancata	113
	taglio		pre-taglio	113
	Brexit		pre-Brexit	112
	romantico		pre-romantico	112
	visto		pre-visto	112
	ammissione		pre-ammissione	109
	esami		pre-esami	109
	referendum		pre-referendum	109
	acquistato		pre-acquistato	107
	autorizzare		pre-autorizzare	107
	occupazione		pre-occupazione	107
	concetto		pre-concetto	106
	inca		pre-inca	106
	inserimento		pre-inserimento	106
	mondiali		pre-mondiali	106
	prenotazione		pre-prenotazione	106
	condizionamento		pre-condizionamento	103
	produzioni		pre-produzioni	103
	dose		pre-dose	102
	lockdown		pre-lockdown	102
	COVID		pre-COVID	101
	gravidico		pre-gravidico	101
	raduno		pre-raduno	101
	incarico		pre-incarico	100
	consumo		pre-consumo	99
	party		pre-party	99
	utilizzo		pre-utilizzo	99
	vendite		pre-vendite	98
	nazista		pre-nazista	97
	romantica		pre-romantica	97
	abilitazione		pre-abilitazione	96
	fiera		pre-fiera	95
	installare		pre-installare	95
	politiche		pre-politiche	95
	rivoluzionari		pre-rivoluzionari	95
	asciugatura		pre-asciugatura	94
	borghese		pre-borghese	94
	filtri		pre-filtri	94
	formazione		pre-formazione	94
	lavorazione		pre-lavorazione	94
	stiramento		pre-stiramento	94
	barba		pre-barba	93
	CBS		pre-CBS	93
	compilazione		pre-compilazione	93
	infortunio		pre-infortunio	92
	recessione		pre-recessione	92
	embrioni		pre-embrioni	90
	camera		pre-camera	89
	certificazione		pre-certificazione	89
	attivazione		pre-attivazione	87
	contratti		pre-contratti	87
	nascita		pre-nascita	87
	vigente		pre-vigente	87
	AFAM		pre-AFAM	86
	inaugurazione		pre-inaugurazione	86
	qualifiche		pre-qualifiche	86
	seminario		pre-seminario	86
	socratici		pre-socratici	86
	tattica		pre-tattica	86
	conoscenze		pre-conoscenze	85
	enfasi		pre-enfasi	84
	corsa		pre-corsa	83
	uscita		pre-uscita	83
	delibera		pre-delibera	82
	eccitazione		pre-eccitazione	82
	vacanze		pre-vacanze	82
	gare		pre-gare	81
	pubere		pre-pubere	81
	testi		pre-testi	81
	tour		pre-tour	81
	visioni		pre-visioni	81
	annuncio		pre-annuncio	80
	approvati		pre-approvati	80
	ferie		pre-ferie	80
	incontro		pre-incontro	80
	logica		pre-logica	80
	accettazione		pre-accettazione	79
	avviso		pre-avviso	79
	incaica		pre-incaica	79
	agonismo		pre-agonismo	78
	ghiere		pre-ghiere	78
	mix		pre-mix	78
	accensione		pre-accensione	77
	anestesia		pre-anestesia	77
	conoscenza		pre-conoscenza	77
	industrializzazione		pre-industrializzazione	77
	infrazione		pre-infrazione	77
	maratona		pre-maratona	77
	processore		pre-processore	77
	verifica		pre-verifica	77
	accelerazione		pre-accelerazione	76
	impostazioni		pre-impostazioni	76
	missione		pre-missione	76
	borghesi		pre-borghesi	75
	conclave		pre-conclave	75
	imbottigliamento		pre-imbottigliamento	75
	torneo		pre-torneo	75
	capitalista		pre-capitalista	74
	raffreddamento		pre-raffreddamento	74
	vacanza		pre-vacanza	74
	commercializzazione		pre-commercializzazione	73
	fusione		pre-fusione	73
	intese		pre-intese	73
	allestito		pre-allestito	72
	dialisi		pre-dialisi	72
	digestione		pre-digestione	72
	umani		pre-umani	72
	visita		pre-visita	72
	evangelizzazione		pre-evangelizzazione	71
	nozze		pre-nozze	71
	pasto		pre-pasto	71
	crimine		pre-crimine	70
	modernità		pre-modernità	70
	verniciato		pre-verniciato	70
	coronavirus		pre-coronavirus	69
	Covid-19		pre-Covid-19	69
	ordinazioni		pre-ordinazioni	69
	terapia		pre-terapia	69
	contatto		pre-contatto	68
	pranzo		pre-pranzo	68
	dimensionamento		pre-dimensionamento	67
	mestruo		pre-mestruo	67
	ordinazione		pre-ordinazione	67
	incaiche		pre-incaiche	66
	live		pre-live	66
	operazione		pre-operazione	66
	ordina		pre-ordina	66
	disco		pre-disco	65
	identificazione		pre-identificazione	65
	rasatura		pre-rasatura	65
	riscaldo		pre-riscaldo	65
	accordi		pre-accordi	64
	coma		pre-coma	64
	contrazione		pre-contrazione	64
	fase		pre-fase	64
	punk		pre-punk	64
	aperture		pre-aperture	63
	collaudo		pre-collaudo	63
	notifica		pre-notifica	63
	organizzato		pre-organizzato	63
	spedizione		pre-spedizione	63
	bonsai		pre-bonsai	62
	conflitto		pre-conflitto	62
	giuria		pre-giuria	62
	raffaellita		pre-raffaellita	62
	vendemmia		pre-vendemmia	62
	boom		pre-boom	61
	esistenze		pre-esistenze	61
	distribuzione		pre-distribuzione	60
	fascismo		pre-fascismo	60
	lavoro		pre-lavoro	60
	negoziazione		pre-negoziazione	60
	servizio		pre-servizio	60
	accredito		pre-accredito	59
	casting		pre-casting	59
	fallimento		pre-fallimento	59
	protostoria		pre-protostoria	59
	candidatura		pre-candidatura	58
	configurazione		pre-configurazione	58
	costruzione		pre-costruzione	58
	Crisis		pre-Crisis	58
	pensionati		pre-pensionati	58
	subentro		pre-subentro	58
	adipociti		pre-adipociti	57
	allestiti		pre-allestiti	57
	avvio		pre-avvio	57
	decollo		pre-decollo	57
	estate		pre-estate	57
	impostazione		pre-impostazione	57
	inizio		pre-inizio	57
	progettazione		pre-progettazione	57
	studio		pre-studio	57
	sviluppo		pre-sviluppo	57
	anni		pre-anni	56
	concilio		pre-concilio	56
	foro		pre-foro	56
	infusione		pre-infusione	56
	malattia		pre-malattia	56
	meeting		pre-meeting	56
	procedura		pre-procedura	56
	regata		pre-regata	56
	scritto		pre-scritto	56
	storia		pre-storia	56
	bonifica		pre-bonifica	55
	elaborati		pre-elaborati	55
	motoria		pre-motoria	55
	affaticamento		pre-affaticamento	54
	campo		pre-campo	54
	carica		pre-carica	54
	combustione		pre-combustione	54
	conference		pre-conference	54
	mascellari		pre-mascellari	54
	Sila		pre-Sila	54
	accesso		pre-accesso	53
	Concilio		pre-Concilio	53
	congresso		pre-congresso	53
	dimissione		pre-dimissione	53
	programmazione		pre-programmazione	53
	rapporto		pre-rapporto	53
	scatto		pre-scatto	53
	shampo		pre-shampo	53
	approvato		pre-approvato	52
	determinazione		pre-determinazione	52
	esaurimento		pre-esaurimento	52
	sincope		pre-sincope	52
	annunciata		pre-annunciata	51
	bando		pre-bando	51
	demenza		pre-demenza	51
	ordineranno		pre-ordineranno	51
	acquisizione		pre-acquisizione	50
	colloquio		pre-colloquio	50
	combattimento		pre-combattimento	50
	condivisa		pre-condivisa	50
	crociera		pre-crociera	50
	eiaculazione		pre-eiaculazione	50
	incidente		pre-incidente	50
	arrivo		pre-arrivo	49
	bolla		pre-bolla	49
	conscio		pre-conscio	49
	immatricolati		pre-immatricolati	49
	Natale		pre-Natale	49
	pulizia		pre-pulizia	49
	applicata		pre-applicata	48
	comunista		pre-comunista	48
	essiccazione		pre-essiccazione	48
	giudicare		pre-giudicare	48
	legge		pre-legge	48
	master		pre-master	48
	miscelazione		pre-miscelazione	48
	ritornello		pre-ritornello	48
	uso		pre-uso	48
	acrobatica		pre-acrobatica	47
	base		pre-base	47
	caduta		pre-caduta	47
	dottorato		pre-dottorato	47
	futurista		pre-futurista	47
	normativa		pre-normativa	47
	pensionato		pre-pensionato	47
	processamento		pre-processamento	47
	pubertà		pre-pubertà	47
	regolazione		pre-regolazione	47
	tesseramento		pre-tesseramento	47
	trucco		pre-trucco	47
	vita		pre-vita	47
	affettato		pre-affettato	46
	gastrica		pre-gastrica	46
	imposte		pre-imposte	46
	moderazione		pre-moderazione	46
	piega		pre-piega	46
	raffaelliti		pre-raffaelliti	46
	trial		pre-trial	46
	verniciatura		pre-verniciatura	46
	consuntivi		pre-consuntivi	45
	festa		pre-festa	45
	fillossera		pre-fillossera	45
	Oscar		pre-Oscar	45
	attività		pre-attività	44
	check		pre-check	44
	Coronavirus		pre-Coronavirus	44
	giuridico		pre-giuridico	44
	iniezione		pre-iniezione	44
	invasione		pre-invasione	44
	preparazione		pre-preparazione	44
	svezzamento		pre-svezzamento	44
	vaccinazione		pre-vaccinazione	44
	computer		pre-computer	43
	neoplastica		pre-neoplastica	43
	romantici		pre-romantici	43